Datetime,Longitude,Latitude
2024-04-25 01:28:10.450,-84.3357054,30.45377194
2024-04-25 01:28:10.500,-84.33570524999999,30.45377098
2024-04-25 01:28:10.550,-84.3357051,30.45377002
2024-04-25 01:28:10.600,-84.33570495,30.45376906
2024-04-25 01:28:10.650,-84.3357048,30.4537681
2024-04-25 01:28:10.700,-84.33570465,30.45376714
2024-04-25 01:28:10.750,-84.33570449999999,30.45376618
2024-04-25 01:28:10.800,-84.33570435,30.45376522
2024-04-25 01:28:10.850,-84.3357042,30.45376426
2024-04-25 01:28:10.900,-84.33570404999999,30.4537633
2024-04-25 01:28:10.950,-84.3357039,30.45376234
2024-04-25 01:28:11.000,-84.33570375,30.45376138
2024-04-25 01:28:11.050,-84.3357033385,30.453760501999998
2024-04-25 01:28:11.100,-84.335702927,30.453759624
2024-04-25 01:28:11.150,-84.33570251549999,30.453758746
2024-04-25 01:28:11.200,-84.33570210399999,30.453757868
2024-04-25 01:28:11.250,-84.3357016925,30.45375699
2024-04-25 01:28:11.300,-84.335701281,30.453756112
2024-04-25 01:28:11.350,-84.3357008695,30.453755234
2024-04-25 01:28:11.400,-84.33570045799999,30.453754356
2024-04-25 01:28:11.450,-84.3357000465,30.453753478
2024-04-25 01:28:11.500,-84.335699635,30.4537526
2024-04-25 01:28:11.550,-84.3356992235,30.453751722
2024-04-25 01:28:11.600,-84.335698812,30.453750843999998
2024-04-25 01:28:11.650,-84.3356984005,30.453749966
2024-04-25 01:28:11.700,-84.335697989,30.453749088
2024-04-25 01:28:11.750,-84.3356975775,30.45374821
2024-04-25 01:28:11.800,-84.335697166,30.453747332
2024-04-25 01:28:11.850,-84.3356967545,30.453746454
2024-04-25 01:28:11.900,-84.335696343,30.453745576
2024-04-25 01:28:11.950,-84.3356959315,30.453744698
2024-04-25 01:28:12.000,-84.33569552,30.45374382
2024-04-25 01:28:12.050,-84.335695027,30.4537431715
2024-04-25 01:28:12.100,-84.335694534,30.453742523
2024-04-25 01:28:12.150,-84.335694041,30.4537418745
2024-04-25 01:28:12.200,-84.335693548,30.453741225999998
2024-04-25 01:28:12.250,-84.33569305500001,30.4537405775
2024-04-25 01:28:12.300,-84.335692562,30.453739929
2024-04-25 01:28:12.350,-84.335692069,30.4537392805
2024-04-25 01:28:12.400,-84.335691576,30.453738632
2024-04-25 01:28:12.450,-84.335691083,30.453737983499998
2024-04-25 01:28:12.500,-84.33569059,30.453737335
2024-04-25 01:28:12.550,-84.335690097,30.4537366865
2024-04-25 01:28:12.600,-84.335689604,30.453736038
2024-04-25 01:28:12.650,-84.335689111,30.4537353895
2024-04-25 01:28:12.700,-84.33568861799999,30.453734740999998
2024-04-25 01:28:12.750,-84.33568812499999,30.4537340925
2024-04-25 01:28:12.800,-84.335687632,30.453733444
2024-04-25 01:28:12.850,-84.335687139,30.4537327955
2024-04-25 01:28:12.900,-84.335686646,30.453732147
2024-04-25 01:28:12.950,-84.335686153,30.453731498499998
2024-04-25 01:28:13.000,-84.33568566,30.45373085
2024-04-25 01:28:13.050,-84.335684187,30.4537298455
2024-04-25 01:28:13.100,-84.335682714,30.453728841
2024-04-25 01:28:13.150,-84.335681241,30.4537278365
2024-04-25 01:28:13.200,-84.33567976799999,30.453726832
2024-04-25 01:28:13.250,-84.335678295,30.4537258275
2024-04-25 01:28:13.300,-84.335676822,30.453724822999998
2024-04-25 01:28:13.350,-84.335675349,30.4537238185
2024-04-25 01:28:13.400,-84.335673876,30.453722814
2024-04-25 01:28:13.450,-84.335672403,30.4537218095
2024-04-25 01:28:13.500,-84.33567092999999,30.453720805
2024-04-25 01:28:13.550,-84.335669457,30.4537198005
2024-04-25 01:28:13.600,-84.335667984,30.453718796
2024-04-25 01:28:13.650,-84.335666511,30.4537177915
2024-04-25 01:28:13.700,-84.335665038,30.453716787
2024-04-25 01:28:13.750,-84.335663565,30.453715782499998
2024-04-25 01:28:13.800,-84.335662092,30.453714778
2024-04-25 01:28:13.850,-84.335660619,30.4537137735
2024-04-25 01:28:13.900,-84.335659146,30.453712769
2024-04-25 01:28:13.950,-84.335657673,30.4537117645
2024-04-25 01:28:14.000,-84.3356562,30.45371076
2024-04-25 01:28:14.050,-84.3356542435,30.453709894
2024-04-25 01:28:14.100,-84.335652287,30.453709028
2024-04-25 01:28:14.150,-84.3356503305,30.453708161999998
2024-04-25 01:28:14.200,-84.335648374,30.453707296
2024-04-25 01:28:14.250,-84.3356464175,30.45370643
2024-04-25 01:28:14.300,-84.335644461,30.453705564
2024-04-25 01:28:14.350,-84.3356425045,30.453704698
2024-04-25 01:28:14.400,-84.335640548,30.453703832
2024-04-25 01:28:14.450,-84.3356385915,30.453702965999998
2024-04-25 01:28:14.500,-84.335636635,30.4537021
2024-04-25 01:28:14.550,-84.3356346785,30.453701234
2024-04-25 01:28:14.600,-84.335632722,30.453700368
2024-04-25 01:28:14.650,-84.3356307655,30.453699502
2024-04-25 01:28:14.700,-84.335628809,30.453698636
2024-04-25 01:28:14.750,-84.3356268525,30.453697769999998
2024-04-25 01:28:14.800,-84.335624896,30.453696903999997
2024-04-25 01:28:14.850,-84.3356229395,30.453696038
2024-04-25 01:28:14.900,-84.335620983,30.453695172
2024-04-25 01:28:14.950,-84.3356190265,30.453694306
2024-04-25 01:28:15.000,-84.33561707,30.45369344
2024-04-25 01:28:15.050,-84.335614763,30.453692724499998
2024-04-25 01:28:15.100,-84.33561245599999,30.453692008999997
2024-04-25 01:28:15.150,-84.335610149,30.4536912935
2024-04-25 01:28:15.200,-84.335607842,30.453690578
2024-04-25 01:28:15.250,-84.335605535,30.4536898625
2024-04-25 01:28:15.300,-84.335603228,30.453689147
2024-04-25 01:28:15.350,-84.335600921,30.453688431499998
2024-04-25 01:28:15.400,-84.335598614,30.453687716
2024-04-25 01:28:15.450,-84.335596307,30.4536870005
2024-04-25 01:28:15.500,-84.335594,30.453686285
2024-04-25 01:28:15.550,-84.335591693,30.4536855695
2024-04-25 01:28:15.600,-84.335589386,30.453684854
2024-04-25 01:28:15.650,-84.335587079,30.4536841385
2024-04-25 01:28:15.700,-84.335584772,30.453683423
